id,work_type
ucf47208ZKYQ-1,Entrepreneur
bk6844ROTW-1,private sector
p60001XL-1,private sector
xu44503E-1,Privte sector
pu44938YDA-1,children
w40371KHG-1,Privte sector
pva39011E-1,children
kvx1460YP-1,Private
twl48364QDKH-1,USAID
ctp30285WYR-1,Freelancer
nz21472TP-1,Entreprenur
ol71182JD-1,Department of Health
zib33412VMEU-1,Privte sector
b16061ZBKG-1,children
swy60266YIR-1,children
h70965DI-1,children
as56736B-1,private sector
n6537DM-1,Restaurant owner
czs41827R-1,private sector
g49480VHFQ-1,private sector
gl36704EPND-1,entreprener
e8884Q-1,children
u49775RET-1,private sector
y25777RSDF-1,Private
kd2070QIS-1,Privte sector
ne15752HO-1,Privte sector
nz45915TH-1,Privte sector
n48775ZTN-1,restaurant owner
v65697IBY-1,Privte sector
v65229ZMOC-1,private sector
ieb56889FX-1,Privte sector
j6596EU-1,children
z46577IF-1,Private
e63455M-1,private sector
dv21724GTH-1,Entreprenur
wj29863VBW-1,Private
tjl69249LEK-1,children
zc8968WQ-1,Privte sector
g20310VEQ-1,USAID
aoj11450EJ-1,Freelancer
vnf31999WD-1,Privte sector
chz34133CKA-1,Private Sector
t44202HQ-1,private sector
u72311H-1,Private
r18704MJVR-1,Private
ey36518L-1,Privte sector
xd35651AO-1,children
v13749KGUY-1,private sector
wn21521BNR-1,private sector
e27163IVQM-1,Private Sector
svg8882FD-1,US Govcernment
jqs32016VL-1,Private Sector
al14287TM-1,private sector
jqg60139GI-1,free-lancer
zh2447NKI-1,Private Sector
u42500US-1,children
ndw44391TED-1,Private Sector
x12741U-1,private sector
vu15418NWZ-1,entreprener
idx69482N-1,NYS OMH
xkm32270KFY-1,Private
v50983ANW-1,private sector
vud6493JB-1,Privte sector
b45399WMJ-1,Privte sector
jx67099KA-1,children
nxf19585J-1,private sector
eb26247LV-1,Private
nkc25818ZTW-1,US Government
hs34261L-1,children
u64128YI-1,children
op62817QRNH-1,Private Sector
ks69339C-1,children
ix25919KJF-1,Self employed
ah71978UK-1,private sector
rq1473HQ-1,private sector
pi66546I-1,Private
tb56584PA-1,Private Sector
e38316L-1,Private
c15647JXS-1,Private
v59933DNJR-1,private sector
u3429RQN-1,US Govcernment
mc60963OQT-1,Private Sector
dr67689XBV-1,Freelancer
b31689HOAM-1,Privte sector
fz23240YF-1,Private Sector
os30850WT-1,Private Sector
k38920L-1,children
kru66080Y-1,private sector
ty57263DMPA-1,Private
fqw60126GEYD-1,Privte sector
otr64393WSML-1,entreprener
eb69285Y-1,Private
gbd24428M-1,children
kr59642IE-1,private sector
jm12064S-1,Private Sector
xv59737HO-1,Private
ue19352DSJE-1,private sector
sg61903E-1,NYS OMH
d47701DXOF-1,children
txu15225R-1,private sector
inf66431XUV-1,Private Sector
eh57236K-1,children
pvg48453IWJ-1,private sector
i8031Z-1,entreprener
i39139DUE-1,Private Sector
t4838QO-1,US Government
x22689VPF-1,children
bx37752XLM-1,private sector
s32320VS-1,Self-Employed
a14889NL-1,NYC DOHMH
b13964UI-1,Privte sector
iau31746WQNO-1,private sector
ebw17492C-1,children
bz1499ED-1,ALbany Health Department
dtz34396KVR-1,Privte sector
nrl36750N-1,Private Sector
ql68816OW-1,private sector
ls16129F-1,Freelancer
lr64006PRB-1,Privte sector
l51845FP-1,US Government
pa30692YU-1,Private Sector
bfq65712BTJ-1,Privte sector
nkl42161O-1,Private
ubz16938HULC-1,Self employed
qm16113H-1,NYS OMH
mq29388KN-1,Privte sector
ln65109S-1,Privte sector
y61242MIDW-1,ALbany Health Department
ebo65252L-1,Department of Health
u49615Y-1,children
p63511Y-1,children
o14089AW-1,Private
fcv16987YQ-1,children
pa53399K-1,private sector
z36946LJSP-1,Private Sector
cyw55522ZFL-1,children
py27954XFYI-1,Private Sector
k5355BUC-1,US Govcernment
s69069VIF-1,private sector
r11539O-1,Private Sector
c16847QNCR-1,Private
py15873I-1,Private Sector
ui15415L-1,Private
joq22891TA-1,Self employed
a7394XWFG-1,private sector
oqh29915SM-1,Private Sector
adp62607CT-1,Privte sector
p24404TKLB-1,children
es69666NZ-1,Restaurant owner
kl54997XMVY-1,free-lancer
f6199GO-1,Department of Health
vnq4635IHL-1,Private
c3305NJ-1,Privte sector
l24342EOWN-1,Private
f65093A-1,Self employed
je46261TC-1,Private Sector
ye42624Z-1,private sector
bv24735I-1,Privte sector
pl50671XJ-1,Self-employed
kl1679IZ-1,Private Sector
fc66680ZO-1,Private Sector
ujn34248ZUY-1,Private
ol65336DCMK-1,Private Sector
q68333EL-1,Private Sector
r60210Y-1,private sector
xyp11573GL-1,Privte sector
u67890KL-1,Private
c49254NRCH-1,private sector
u9199IP-1,Self employed
lm35402DRAI-1,Private
yn25996FHP-1,Privte sector
da8345JFXM-1,Private Sector
zun63219SCKY-1,children
d8770VDA-1,Self employed
al22370TQMZ-1,US Government
il25930FBP-1,private sector
jh33478T-1,private sector
j23009BSDE-1,Private Sector
nw24885GJ-1,Self employed
i58591L-1,private sector
b44777R-1,Private Sector
col46363S-1,private sector
s36377N-1,Private Sector
wz15440U-1,private sector
ik56420QUWE-1,Privte sector
unw39531SFZQ-1,Private
abi55220OIBL-1,Private
dku30731AUZK-1,Restaurant owner
on14479VTJQ-1,private sector
ry40471F-1,Private Sector
lku7384COVU-1,Self-Employed
zce53422QKGD-1,Private
vds59745BG-1,Private Sector
r24721Y-1,Private
q9644INVW-1,Private Sector
hs50837BDW-1,entreprener
qhu67941ZF-1,Entreprenur
b43590X-1,Privte sector
d29014SV-1,Private
sk66051MC-1,Entreprenur
iy70783PN-1,Private
pa10716ELY-1,private sector
t7868KBH-1,children
zfs58350QA-1,NYC DOHMH
hw18927Y-1,children
irx19550F-1,Private Sector
yx31372KM-1,Private
lb55262ZGS-1,Private Sector
z50238CQT-1,children
r2868IPJ-1,DOHMH
i51343BV-1,children
fuk56324QF-1,free-lancer
lh42047UE-1,Restaurant owner
hfw36486YL-1,children
i62456DZYW-1,Entrepreneur
i64980XR-1,NYS OMH
lw65962Q-1,Private
s47521BTSW-1,USAID
yf41501QT-1,NYC DOHMH
gd47582PWZA-1,children
kqb63938C-1,restaurant owner
yth49627U-1,children
br61291F-1,Private Sector
vsu53032RWOM-1,Private
u45040YUN-1,Privte sector
p56791H-1,children
nmv37320VY-1,Private
bn72514ZDU-1,Privte sector
fqn3842FNW-1,Privte sector
r38143CQUL-1,private sector
mzt54296QDK-1,restaurant owner
a48435N-1,children
i42212OC-1,Private
wqx47607KH-1,children
if16535YT-1,Private
dn66677R-1,Private Sector
gy57270XG-1,Privte sector
mxp22414FC-1,Private
wqx63401PM-1,Entreprenur
hj32252BSA-1,private sector
i17950O-1,private sector
smw53990HIU-1,Private Sector
m20565WZ-1,children
m59993EKJH-1,Private Sector
do42830ZLX-1,Privte sector
x34721AZT-1,Albany Health Dept
dwe5157PX-1,Self-Employed
xh48851WSP-1,children
hij26084JNA-1,Self employed
mj23413WARV-1,Private
p49970YPJI-1,children
i72414PIYK-1,Private Sector
xv21374D-1,Privte sector
jdp69623UDRV-1,private sector
com40378H-1,Self-employed
o4671IVDN-1,Private
bp17295QHFR-1,restaurant owner
oyu55466ZQ-1,Private
x65419IH-1,US Government
nim34448T-1,Freelancer
o14406RQ-1,entreprener
g924E-1,Albany Health Dept
pm71339XS-1,USAID
jb31443SMPY-1,NYS Office of Mental Health
wq49672ENB-1,NYC DOHMH
b394QKMB-1,Self-Employed
f63362J-1,Privte sector
j59928OY-1,Self employed
b62289RXQ-1,Privte sector
dv59464GC-1,Private
as18680LW-1,free-lancer
b19439OLJ-1,Private
ngs27017I-1,Private Sector
mo8277MCWI-1,children
dgk14099HLX-1,US Govcernment
smk37128ELSJ-1,Private
bkt57774Z-1,Private Sector
v64033XKH-1,private sector
k72701MD-1,children
ih59130M-1,Private Sector
xm48472FQBT-1,Private Sector
p67956MUV-1,Private
vpu35602TQEV-1,Department of Health
abl13818LW-1,Privte sector
s34661WKC-1,private sector
gc64895CAXZ-1,Self-Employed
ry21969TI-1,children
wj38320MPUK-1,private sector
vd42040V-1,Albany Health Dept
vr31857OS-1,Entrepreneur
qyl64494VX-1,Private
lzm34764Y-1,Privte sector
f20673OSRA-1,private sector
sd64817QSYB-1,Self employed
mty72450FCR-1,Private Sector
osk13988RNH-1,Private Sector
wxa54985JPUD-1,children
rus6049LQOE-1,children
p13380QTJ-1,children
y64371ARMY-1,Self-Employed
v50295ZPYF-1,Private
ia14404MBOD-1,children
jfb58645OI-1,Privte sector
kax19419UHAI-1,children
jl24518PVOT-1,Private
yja53494QS-1,children
dt42599GMT-1,private sector
x68370XF-1,Privte sector
h57813UD-1,Private
vkr1329A-1,US Government
w15255QTPE-1,Privte sector
qub65680GIN-1,Freelancer
mrp32974JGUI-1,DoHMH
pkc5863X-1,Private Sector
m10584OZ-1,children
vx38675NTF-1,Privte sector
qig47600AO-1,private sector
nph48246PBVX-1,private sector
hy61743VNMO-1,NYS Office of Mental Health
py3879JC-1,Privte sector
tg58086MIRQ-1,private sector
hf53957FDL-1,Self-Employed
h40137UESQ-1,Self employed
wm70500KY-1,private sector
m35085KMJ-1,children
map43872D-1,Private
kn62951TC-1,Private
dp43244EI-1,Privte sector
ku31198POY-1,Self employed
lo23223YI-1,private sector
y38474TDPR-1,NYS Office of Mental Health
s4591IJYX-1,restaurant owner
md1451YBH-1,private sector
ie37150ZS-1,Private Sector
z65632GHQ-1,private sector
p62834SMZ-1,Private
luy21826VK-1,entreprener
a21036B-1,Private
lx55566ODXM-1,Privte sector
m46923C-1,private sector
cuz63990RKON-1,entreprener
e2265JLIZ-1,Privte sector
uhx2860XVM-1,private sector
p15964CB-1,Private
k46483WBMA-1,Private
kb33284D-1,Private Sector
gsq61895OZBC-1,private sector
k48875PXLZ-1,children
xsb36589NS-1,free-lancer
hq28651B-1,Privte sector
yp45033LQ-1,US Govcernment
nm32166BJ-1,private sector
klg34188PY-1,Albany Health Dept
ujt58359VD-1,Private
l59347ZY-1,Private
f12849UC-1,private sector
y6104YWN-1,children
rqd29694HKOX-1,Private
crf30806XF-1,restaurant owner
hmb20316BWAC-1,Department of Health
w58253SPML-1,children
euz57679P-1,children
usp39956MA-1,private sector
qu7683QLAO-1,Entreprenur
vjp9197TC-1,children
ia58543R-1,NYS OMH
qav6968XNOG-1,children
ep35838V-1,children
gf57549DJC-1,Freelancer
hko59200PYQM-1,Private Sector
rh24289JAKP-1,Privte sector
ear6206NUJM-1,Entrepreneur
hwf28227A-1,private sector
vl35229UBRH-1,NYS Office of Mental Health
c23176QIDH-1,private sector
vyo3045AJZW-1,Privte sector
zfc22386UHSC-1,private sector
m1077BTI-1,US Govcernment
kv57903EQP-1,Self-employed
thy22108BI-1,Privte sector
ijr55982LVHY-1,Entreprenur
ed55465SFH-1,Privte sector
o29258NS-1,Private
azn38432CFOM-1,Private
qwo49666QL-1,Restaurant owner
r59904GB-1,children
ygx32365BMLK-1,private sector
t15351LPA-1,Private Sector
sd61000N-1,private sector
zap77DZR-1,children
pjo17466I-1,USAID
brz57569YPI-1,Private
rsj9026GRCQ-1,Self-Employed
ojt54590H-1,private sector
gat54301EI-1,Privte sector
tai170HO-1,USAID
sa52554CIS-1,Privte sector
l10649E-1,Privte sector
xul28258CZFE-1,Entrepreneur
h22269Y-1,US Government
yk12557IF-1,Self-employed
mf2846QIM-1,Privte sector
nbv61219INXM-1,three Children
ls65321NUZ-1,children
qma23946XBJ-1,children
iv56312CE-1,Private
uz20256ZHIW-1,private sector
ytm26993XO-1,Private Sector
hti58599DMH-1,Privte sector
t27849O-1,children
xfs33367P-1,Private Sector
b61764FMKA-1,Privte sector
dy13620W-1,Entreprenur
h39308AXQ-1,Private Sector
kqy1275B-1,children
zv34336UD-1,USAID
kvr1505UR-1,Freelancer
dgn31887XGOC-1,Privte sector
ihg60258PZOG-1,restaurant owner
x63450TC-1,entreprener
m35178AD-1,children
ly3099M-1,Private
b43903BJ-1,Restaurant owner
w9013FB-1,Privte sector
g60158UQ-1,Private Sector
t15579OT-1,Self-employed
gah8563UL-1,children
hx61573N-1,Privte sector
lx43827SCIT-1,Privte sector
fz43090Z-1,Freelancer
d46068RAH-1,Entrepreneur
q12469UMBC-1,private sector
z58820ITH-1,Private Sector
alt31893ESA-1,Privte sector
o45259CF-1,Private
lz63779SHU-1,Private
v71250JMAX-1,Privte sector
ipn55051DJGT-1,Privte sector
u2520S-1,Privte sector
nvq3715KWD-1,private sector
rf21206NE-1,Private
e60159X-1,US Government
q3113MD-1,Privte sector
jiv62126OKE-1,private sector
kzr51275UQDA-1,children
kpz3115HG-1,children
ujx9986F-1,Privte sector
rio35974NV-1,Privte sector
yw46488ILFQ-1,Private
vow54172PX-1,Private Sector
gyu21804DWOP-1,Private Sector
ek50402V-1,Privte sector
mk36317BO-1,Private
ezw44676X-1,children
o3724V-1,NYS Office of Mental Health
y69668DTH-1,Entrepreneur
fu59274SW-1,NYS Office of Mental Health
v29676WXAO-1,private sector
rl37655CJQ-1,Privte sector
gs16980HW-1,Private Sector
srd40213M-1,Private
wqf47831B-1,Privte sector
ev40977MZP-1,Private
zbo39129IU-1,NYC DOHMH
aso40837BEP-1,NYC DOHMH
m59000EKB-1,USAID
klb44510MFAT-1,private sector
i3793AEVN-1,Private
pnx32215DZ-1,private sector
ek35296W-1,Privte sector
oi69502GVQ-1,Private
c67620XIT-1,US Government
tce27664G-1,private sector
dcn49555YNF-1,NYS Office of Mental Health
i16812LPR-1,Restaurant owner
oxn63665AXO-1,Private
tyv68141DNBJ-1,private sector
h33674BVS-1,Private
c30432TR-1,Entreprenur
zbp10886QEC-1,children
u62629EBU-1,Private Sector
wec67758LB-1,children
ic41244HOP-1,children
b50309DFBR-1,NYS OMH
v6480VYH-1,NYS Office of Mental Health
q27007ZT-1,Restaurant owner
j63912E-1,NYC DOHMH
kz37483AG-1,private sector
gsy29855A-1,children
qg22136JDYK-1,Self-Employed
vn66637GE-1,USAID
d2244ZPA-1,Private Sector
hvt22259VBJ-1,children
fug19088GQC-1,children
ftm61010BXZ-1,Private Sector
nz49574LTHW-1,private sector
ch12336J-1,restaurant owner
dri3668FB-1,NYS OMH
u6034EOZA-1,Entrepreneur
abl61418VY-1,children
r68725YWBH-1,Private
w464HLPQ-1,Private
kp42225P-1,Self employed
mpe51254EUH-1,Privte sector
iny59164UL-1,Private
xl70429ETI-1,private sector
gc54253H-1,children
q47937HIT-1,Entrepreneur
t66882ZX-1,NYS OMH
w7411ELV-1,Private
g39593ZTAD-1,private sector
f6239FI-1,Privte sector
a35378U-1,private sector
vwo54012IF-1,children
i69835KX-1,Privte sector
qki44591YZC-1,Private Sector
hyk4709ZPFR-1,Private
e20393PNYC-1,Privte sector
pws27626TS-1,US Government
kxv45864N-1,Private Sector
v68685K-1,DOHMH
p28711GVL-1,Private
ng44962ETA-1,Department of Health
vf7892YHT-1,Private Sector
jk11744J-1,Entreprenur
x12279BOF-1,Private Sector
emr20740U-1,entreprener
bw58257UPLJ-1,children
wle36547U-1,children
s559SDKG-1,Private
hv13728BWI-1,children
tk4400V-1,private sector
hmg68524WQYG-1,private sector
ld24096HAOB-1,restaurant owner
i65643QA-1,children
dv30186TE-1,children
w11904YMTX-1,children
k20257G-1,children
yhr2822DI-1,Private
lgp18072VLD-1,Department of Health
yed34896SU-1,Private
st53328MF-1,Privte sector
kb28303CGN-1,Entrepreneur
op44325HSJZ-1,Entrepreneur
xl8579RLI-1,children
agm29229FG-1,Privte sector
vq48406KI-1,children
dqe3761SVIW-1,entreprener
h65324YHIE-1,ALbany Health Department
wkr7658QBTE-1,Albany Health Dept
um35997DBP-1,Freelancer
vfc34383MVDW-1,Private
k8646J-1,Privte sector
g46653KDMX-1,private sector
gi1099O-1,children
slw61676K-1,Entreprenur
hnl38131OKR-1,Entrepreneur
eld61848KSJM-1,private sector
h56228MZDN-1,Freelancer
tf4949D-1,Private Sector
im46688R-1,Privte sector
p30491TPH-1,Private Sector
fru43478B-1,Private
yd25443N-1,Private Sector
vsl52519IWOJ-1,Privte sector
fa24361EQSN-1,Private Sector
l29514HBC-1,Privte sector
zen35893LOJ-1,Privte sector
o58568SVNK-1,private sector
txs63303WV-1,Private Sector
l70625HIM-1,private sector
m54807N-1,private sector
h18820QGH-1,Private
dkb64029MKFG-1,Private
x72703PRJV-1,Privte sector
ein11394ZHUX-1,Privte sector
y12298HI-1,Entrepreneur
f70845TKMJ-1,Private Sector
elp44494AMCQ-1,Private
ds30953YW-1,private sector
f47861MV-1,private sector
a13465CPTA-1,Private
lk62454DZHI-1,children
ab52593EL-1,Private
rt91MSDV-1,Privte sector
rq22056CZ-1,private sector
kwc45469ZJL-1,children
sn41284RJQD-1,children
ypn20112ZXQ-1,Private Sector
wjh45627UOFM-1,private sector
bkm4174GKU-1,private sector
tve31660EZ-1,Private
l36196TCJI-1,Private
vid19769VCOL-1,Freelancer
l8341PIZ-1,children
fs42172JE-1,free-lancer
pi14372W-1,Self-Employed
hb61252NQR-1,Private
yp15251OUGE-1,children
b67800HP-1,children
crs10416XE-1,Private Sector
hn19504L-1,Private Sector
l7476ITH-1,USAID
qa55526L-1,Albany Health Dept
ni452JD-1,private sector
msf55790S-1,Privte sector
t38541X-1,Private
di23748QH-1,Private Sector
tb18790FV-1,Private Sector
xp45751IK-1,Entreprenur
ytu72369L-1,children
mh7171SVDQ-1,NYS Office of Mental Health
k52826CAET-1,private sector
y42556MI-1,private sector
cz507LS-1,private sector
qwf56746ZOB-1,Privte sector
ar54072BFHU-1,children
rmv49760SYNH-1,Privte sector
eib61821Z-1,private sector
s65481UVEA-1,Private
nuv6174XDJ-1,Private Sector
hpz68224UB-1,Private
iqo61559Y-1,children
x65564BIDM-1,Private Sector
ebw18890THSN-1,Private
hap58936PJX-1,Private
vr67667JTB-1,Self-Employed
i68138A-1,private sector
d50363X-1,Private Sector
qc4740SUXE-1,Private
vxt39683YHF-1,private sector
ns49903C-1,Privte sector
muc63457DYO-1,Entrepreneur
wc18595A-1,Privte sector
iab64912WFI-1,entreprener
xst68382POAD-1,children
yqz69510N-1,Private
d29872JFW-1,Private
mxf1924LA-1,Privte sector
lb67243W-1,Private
l3494VXTW-1,private sector
xet37307K-1,private sector
fw41175TK-1,US Government
ly48303G-1,private sector
re31473VJW-1,children
xgy31402IC-1,restaurant owner
lyh18996G-1,children
cts2573X-1,ALbany Health Department
m60683SR-1,DOHMH
h70537QE-1,children
uck63193ULQZ-1,Private
qx12228IX-1,children
qyh58107TXGV-1,Privte sector
fz28647JVLG-1,Privte sector
s57086QMLB-1,private sector
m5505ITY-1,Private
w44112ONW-1,Entreprenur
ucz56645KIF-1,Department of Health
z16652WU-1,Entreprenur
h32445JAO-1,Self employed
x18752VC-1,private sector
h35152RKN-1,children
wyl70081S-1,entreprener
h72340QG-1,Privte sector
t67112V-1,Privte sector
bpj42323KDM-1,DOHMH
ykr35022BIJ-1,Privte sector
oia21625D-1,Privte sector
mqa49972I-1,Self-employed
r44142IU-1,Privte sector
j364JBR-1,Private
f59669DKG-1,private sector
ib69900Z-1,Albany Health Dept
kv12753PJWZ-1,Privte sector
fcr10273HNJM-1,Private Sector
a30824X-1,children
nm587MH-1,children
z55856IM-1,Private
amt47196YBWK-1,Private Sector
q67724FV-1,private sector
o23488ZMV-1,Entreprenur
vr2849TA-1,Privte sector
lbh12134S-1,ALbany Health Department
udj24058X-1,Albany Health Dept
j15117M-1,Privte sector
gf72915YC-1,Private Sector
nh61836EDA-1,children
akl13116XBW-1,private sector
sw48146B-1,Privte sector
r72819CG-1,Entreprenur
c20070WC-1,private sector
fni8778WVE-1,restaurant owner
g13764DO-1,Private
xtc2005U-1,free-lancer
tj8616T-1,private sector
tpw51524P-1,private sector
ye50541TIJH-1,DOHMH
bm21971DZAJ-1,DOHMH
asr32183AUCY-1,private sector
e30145VQTD-1,Private Sector
jbg30482NIXS-1,Privte sector
ruo30790FMP-1,Department of Health
rp63337ZN-1,private sector
mi66264Z-1,USAID
qp641H-1,NYS Office of Mental Health
v42412B-1,private sector
fg65693VGM-1,DoHMH
h3746YSD-1,Privte sector
e71304XMZ-1,children
s34935KSND-1,Department of Health
ntp29173TFH-1,ALbany Health Department
e26474L-1,Albany Health Dept
z56857K-1,NYS Office of Mental Health
u13529SD-1,US Govcernment
cof61979XS-1,US Government
c70886I-1,children
z27693M-1,children
bzs59762NPB-1,private sector
j57308KZ-1,Privte sector
hjn3701D-1,children
jip61339CTJ-1,Self-employed
p24965M-1,Department of Health
ai33952DFZ-1,Private Sector
t39042UEKL-1,children
tra43039E-1,private sector
rwi59915DMA-1,private sector
x4727XP-1,DOHMH
zsc16481J-1,NYS OMH
gj15018HQ-1,NYS OMH
cew49702N-1,Self-Employed
ix48017KBO-1,Privte sector
y15313CM-1,NYC DOHMH
y22231R-1,Privte sector
w45461PZ-1,Private Sector
ydn30678YMO-1,private sector
yr57904OCH-1,Private
v67483XRY-1,Private Sector
qyv5646R-1,children
j67911FMX-1,Freelancer
k16856M-1,private sector
ba37972ICD-1,Private
zdp62414L-1,Self employed
wkf50485HOW-1,Private Sector
z47405OS-1,children
jmu70928IZGH-1,Department of Health
x4679IZK-1,Privte sector
ei15070IARN-1,Private Sector
hj25625D-1,Privte sector
oga35123JCYX-1,children
zhj20165V-1,private sector
dgs41730V-1,NYS OMH
atm38761S-1,private sector
bep4797IV-1,Private Sector
c19199Z-1,Private
t30402DENM-1,Private
if25088K-1,Private Sector
rg54756XO-1,private sector
hu19590QVY-1,Department of Health
abh23332WT-1,private sector
v16971QR-1,Privte sector
ty11727SY-1,restaurant owner
a60255VG-1,Private Sector
oxz38796CH-1,Private Sector
dam46498BMVH-1,Private
n41042X-1,children
a35069EFKW-1,Albany Health Dept
zoq61103OLHI-1,free-lancer
bi25095NOPJ-1,Department of Health
l55607B-1,Private
dn63029QBP-1,Privte sector
urp2919ISP-1,Privte sector
h60003C-1,NYC DOHMH
dm46256ENW-1,Private
n23659LYDE-1,children
h2952GIHZ-1,Privte sector
zrk49229E-1,USAID
yf2457F-1,Entreprenur
sg23508VE-1,children
beq28364KCAU-1,Private
ajs31360S-1,Privte sector
ky19335ZHE-1,Entrepreneur
dl40390P-1,children
x63936PWK-1,Privte sector
aqi24832EJ-1,entreprener
s25219S-1,Private Sector
p42393LZ-1,children
srj17951NDLH-1,entreprener
n17443H-1,Privte sector
vl52242ILP-1,DoHMH
cuw45931P-1,children
wq7828RZ-1,Restaurant owner
ojh21547D-1,NYS Office of Mental Health
p42305TKR-1,private sector
q9442LNYP-1,entreprener
njb57047SK-1,Private Sector
dp2538GE-1,children
yor28461PSQ-1,childcare
zi16433Q-1,Private Sector
qw50681DTU-1,Private Sector
zi71327PULN-1,private sector
x46699MRP-1,Private
sl25248SI-1,Private Sector
ue35315IWY-1,Self-employed
peb63144ELF-1,Albany Health Dept
bf21517H-1,private sector
wtc29789JYF-1,Private
hb52207GW-1,Restaurant owner
b19209W-1,DoHMH
sx42041KPE-1,Private Sector
od58153ZP-1,Private
ne27717TOE-1,restaurant owner
j35106FXS-1,children
i47730EWZ-1,Private
k20657R-1,Private
sl63411HQCN-1,Private Sector
ie18671RGTC-1,NYC DOHMH
o3843UXIJ-1,Private Sector
al1225AVHJ-1,Privte sector
ca40264KOSG-1,Private Sector
qnw72451T-1,private sector
hx20292FN-1,Private Sector
f31201XPWJ-1,entreprener
w59359U-1,Self-employed
q57985DS-1,private sector
iw2885XT-1,Private Sector
w59743SG-1,Entrepreneur
irb11544FOGD-1,Private Sector
ka11969OGIV-1,Restaurant owner
a42929JH-1,Entreprenur
ic72776GNEK-1,Department of Health
c21438D-1,Private Sector
o51084IY-1,Private
s13440QD-1,children
qpz15533H-1,Private
e50903TXIZ-1,private sector
rz35276EBW-1,children
frm44472KBS-1,restaurant owner
bqy23587J-1,Childcare
b66794OAE-1,US Government
mx35854ONAS-1,Private
y60907UZHC-1,Private
oad12449BY-1,Private Sector
hkm54371NMFQ-1,US Government
hvr8106LN-1,Privte sector
p2013YVM-1,Private
vh61785DMZ-1,private sector
y2707ZWBA-1,children
u49120Z-1,ALbany Health Department
it30752FQVX-1,Restaurant owner
wlv64972WP-1,Private
kdq49537S-1,Private Sector
jt315T-1,Privte sector
r62814AJOH-1,private sector
z7665D-1,Privte sector
u28108PQ-1,Privte sector
ke50536DCW-1,NYS OMH
ui8655GBYV-1,Restaurant owner
ji760BM-1,children
w47501KOM-1,Private
vus16863YWC-1,children
nte51342A-1,US Government
d35759FB-1,Private
gwi17270KVWN-1,Private Sector
ajw53862X-1,DoHMH
jro40951A-1,children
gc56976BHUE-1,private sector
rzq37299EWLV-1,Private Sector
co33247E-1,Private
vga32560JV-1,children
ja10973CQIJ-1,Private
irc3816DIE-1,Privte sector
qzb50215JILX-1,NYS Office of Mental Health
gp10351Q-1,Private
zfq69665VSOQ-1,Private Sector
doi14976VYG-1,Private
sr28183R-1,children
eal33085H-1,Privte sector
lgo13386FZ-1,Entrepreneur
t15601JFK-1,Privte sector
oh22254H-1,Private
d15539WETJ-1,private sector
cxq58235KIPE-1,Private Sector
ftq21162L-1,Self-Employed
klz67880NI-1,children
fr42545OX-1,Private
zal48359QXZ-1,Privte sector
e54815HTF-1,Privte sector
kx6233N-1,restaurant owner
bao52225M-1,private sector
a50463MQD-1,Privte sector
kgc49084R-1,private sector
lc61889K-1,Private Sector
tlp25525DGJ-1,Private Sector
xzc9730N-1,Privte sector
d30622OT-1,Department of Health
aek26480TGXA-1,Private
zr65895TLY-1,private sector
a4913CV-1,Private
qmr20676T-1,Privte sector
vji52410NDCZ-1,private sector
cnv57944WV-1,ALbany Health Department
vyi20290IX-1,children
g10875BMEU-1,Privte sector
yb2393SEP-1,Private
p66464IBPJ-1,Private Sector
c40548UW-1,Privte sector
dun19699P-1,private sector
u205JA-1,Privte sector
jn54805INTA-1,Self employed
h53195PC-1,Private Sector
ed9107R-1,children
gy65196QEU-1,private sector
q58833B-1,Private
vk4309ZI-1,Private Sector
ur55462NZ-1,children
cy51746D-1,NYC DOHMH
jbr59335DE-1,DoHMH
tsv65644I-1,children
d52790YBOE-1,US Government
v42681IDF-1,US Govcernment
ctl33697KF-1,private sector
ekg51963UR-1,Private
uz13375NIEX-1,private sector
je37526Z-1,Privte sector
ged59454O-1,Restaurant owner
sek23600NLG-1,Privte sector
o61245UF-1,entreprener
d53489NSXE-1,children
hsy42284JFOG-1,Entreprenur
yp69089D-1,Private
li68970E-1,private sector
n42938YCQM-1,children
p11327COB-1,restaurant owner
ji5464QJZN-1,Private
s56995JD-1,private sector
sk53646TWJY-1,Private Sector
wfg45139RK-1,Privte sector
xbt38354Q-1,free-lancer
ley15566UDP-1,Private
f4793L-1,entreprener
c59223MC-1,Private Sector
pnh30927LJ-1,Privte sector
gn966ELWX-1,Freelancer
zft62923G-1,Private Sector
ev30627NYAF-1,ALbany Health Department
vfe17236XY-1,children
w27566VL-1,Private
uh6368XFMB-1,Private Sector
w33876LOJR-1,children
e52164LY-1,Private
l32446OP-1,Private Sector
sd56855P-1,Private
uq43837FRP-1,Private Sector
c5477PQRH-1,Self employed
js64974XEJF-1,children
k33976JTRS-1,Private Sector
ule31019OBU-1,private sector
w4699XYOB-1,DOHMH
e60276WERT-1,Entrepreneur
h24420KC-1,Private
uzw28478PEVC-1,Private
z63236T-1,Privte sector
zwh6324GCN-1,Privte sector
lsg62059TSM-1,Private
p28400P-1,Freelancer
ndh5841YCUM-1,private sector
uby5681DKT-1,Private
gl16587JZA-1,Private
wz3477CVSG-1,Privte sector
bh23890SAL-1,NYC DOHMH
nes3803EHFW-1,Private Sector
us34068V-1,US Govcernment
ke60145PUMN-1,Private
rhw11702NKIZ-1,caretaking
zwy50508C-1,Freelancer
